,pollPlaceName,googlePlaceID,dates,county,idTown,lat,lng,address,url
195,CITY OF GAINESVILLE DOWNTOWN BUILDING,ChIJ8Q0u_Yz29YgRhLI1maRJVoA,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.3007874,-83.8281006,"100 BRENAU, GAINESVILLE, GA 30501","https://www.google.com/maps/search/100+BRENAU+GAINESVILLE,+GA,+30501"
196,EAST HALL COMMUNITY BUILDING,ChIJr_eo9Eb49YgRsKoSQeOjvYA,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.3185624,-83.7364324,"3911 P DAVISON ROAD, GAINESVILLE, GA 30507","https://www.google.com/maps/search/3911+P+DAVISON+ROAD+GAINESVILLE,+GA,+30507"
197,MULBERRY CREEK COMMUNITY CENTER,ChIJ46a603by9YgRNn0NQZf8etI,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.1837656,-83.8760435,"4491 J.M TURK ROAD, FLOWERY BRANCH, GA 30542","https://www.google.com/maps/search/4491+J.M+TURK+ROAD+FLOWERY+BRANCH,+GA,+30542"
198,MURRAYVILLE LIBRARY,ChIJuUIiP1VeX4gRDEORl1PMeP4,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.4016618,-83.8911545,"4796 THOMPSON BRIDGE ROAD, GAINESVILLE, GA 30506","https://www.google.com/maps/search/4796+THOMPSON+BRIDGE+ROAD+GAINESVILLE,+GA,+30506"
199,NORTH HALL COMMUNITY CENTER,ChIJl8sYa69ZX4gRFgKALRREf7w,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.4056889,-83.7980159,"4175 NOPONE RD, GAINESVILLE, GA 30506","https://www.google.com/maps/search/4175+NOPONE+RD+GAINESVILLE,+GA,+30506"
200,SPOUT SPRINGS LIBRARY,ChIJiTMt5Qvt9YgRswX54LMxxoA,"['10/12/2020 - 10/16/2020 07:00 AM - 07:00 PM', '10/19/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Hall County,069,34.1522456,-83.894341,"6488 SPOUT SPRINGS RD, FLOWERY BRANCH, GA 30542","https://www.google.com/maps/search/6488+SPOUT+SPRINGS+RD+FLOWERY+BRANCH,+GA,+30542"
201,YOUTH CENTER,ChIJZwXznubg9ogRNfSGOIQRvXw,"['10/13/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Hancock County,070,33.2771021,-82.9664829,"12560 AUGUSTA HWY E, SPARTA, GA 31087","https://www.google.com/maps/search/12560+AUGUSTA+HWY+E+SPARTA,+GA,+31087"
202,HARALSON COUNTY COURTHOUSE,ChIJcZqOYfrbiogRJOcRw3KQC80,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Haralson County,071,33.8020262,-85.18175719999999,"4485 GEORGIA HIGHWAY 120, BUCHANAN, GA 30113","https://www.google.com/maps/search/4485+GEORGIA+HIGHWAY+120+BUCHANAN,+GA,+30113"
203,COURTHOUSE ANNEX,ChIJw2cxjMhN84gRA0lSmpTi9ek,"['10/12/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Harris County,072,32.7591434,-84.8747411,"104 N COLLEGE ST, HAMILTON, GA 31811","https://www.google.com/maps/search/104+N+COLLEGE+ST+HAMILTON,+GA,+31811"
204,ADVANCED/ABSENTEE VOTING,ChIJAQCwcfWAWIgRIiL0EKfeAoE,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Hart County,073,34.3497926,-82.930786,"150 BENSON ST, HARTWELL, GA 30643","https://www.google.com/maps/search/150+BENSON+ST.+HARTWELL,+GA,+30643"
205,HEARD COUNTY COURTHOUSE,ChIJP8GxkJlIi4gR8XFgZuSoL7c,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Heard County,074,33.2793166,-85.0979229,"215 E COURT SQUARE, FRANKLIN, GA 30217","https://www.google.com/maps/search/215+E+COURT+SQUARE+FRANKLIN,+GA,+30217"
206,ELECTIONS OFFICE,ChIJYSv-nVla9IgRUeQoYXsFJiE,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 01:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Henry County,075,33.4489186,-84.14775949999999,"40 ATLANTA ST, MCDONOUGH, GA 30253","https://www.google.com/maps/search/40+ATLANTA+ST+MCDONOUGH,+GA,+30253"
207,FAIRVIEW RECREATION CENTER,ChIJcf_76XhU9IgRd6dOojuIFWs,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Henry County,075,33.6084147,-84.1874416,"35 AUSTIN ROAD, STOCKBRIDGE, GA 30281","https://www.google.com/maps/search/35+AUSTIN+ROAD+STOCKBRIDGE,+GA,+30281"
208,FORTSON LIBRARY,ChIJvfAbPPf19IgRLOFh3urXbJI,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Henry County,075,33.3834,-84.274142,"61 MCDONOUGH ST, HAMPTON, GA 30228","https://www.google.com/maps/search/61+MCDONOUGH+ST+HAMPTON,+GA,+30228"
209,J. P. MOSELEY PARK,ChIJYxxalRhR9IgR_v64v0MLbXs,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Henry County,075,33.532076,-84.163342,"1041 MILLERS MILL ROAD, STOCKBRIDGE, GA 30281","https://www.google.com/maps/search/1041+MILLERS+MILL+ROAD+STOCKBRIDGE,+GA,+30281"
210,LOCUST GROVE LIBRARY,ChIJezgvwS5d9IgRDQYmS4-vRGw,"['10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Henry County,075,33.3369686,-84.1081336,"115 M.L K. JR. BLVD, LOCUST GROVE, GA 30248","https://www.google.com/maps/search/115+M.L+K.+JR.+BLVD+LOCUST+GROVE,+GA,+30248"
211,MERLE MANDERS CONFERENCE CENTER,ChIJVbR8Dl1W9IgR-8MZsNE_fWk,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 07:00 AM - 07:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/25/2020 - 10/25/2020 01:00 PM - 05:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 07:00 PM']",Henry County,075,33.5492416,-84.2346298,"111 DAVIS RD, STOCKBRIDGE, GA 30281","https://www.google.com/maps/search/111+DAVIS+RD+STOCKBRIDGE,+GA,+30281"
212,BOARD OF ELECTIONS,ChIJ_WLX4m7b84gR_INW3T4U7Ac,"['10/13/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Houston County,076,32.4578075,-83.73381789999999,"801 MAIN STREET, PERRY, GA 31069","https://www.google.com/maps/search/801+MAIN+STREET+PERRY,+GA,+31069"
213,CENTRAL GA TECH HEALTH SCIENCES BLDG,ChIJa951TAXe84gRphJk2zViLo0,"['10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Houston County,076,32.5486381,-83.66698749999999,"71 COHEN WALKER DR, WARNER ROBINS, GA 31088","https://www.google.com/maps/search/71+COHEN+WALKER+DR+WARNER+ROBINS,+GA,+31088"
214,HOUSTON HEALTH PAVILION CONF CENTER,ChIJMxSjzw3h84gRzHvLEVe2zU8,"['10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Houston County,076,32.6203105,-83.6434882,"233 N HOUSTON RD, WARNER ROBINS, GA 31093","https://www.google.com/maps/search/233+N+HOUSTON+RD+WARNER+ROBINS,+GA,+31093"
215,IRWIN COUNTY ELECTIONS OFFICE,Ei41MDcgTiBJcndpbiBBdmUgU1VJVEUgQywgT2NpbGxhLCBHQSAzMTc3NCwgVVNBIiMaIQoWChQKEgm5VqKhYt3xiBEcEyIVnPgiqhIHU1VJVEUgQw,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Irwin County,077,31.5996897,-83.25035869999999,"507 N IRWIN AVE  SUITE C, OCILLA, GA 31774","https://www.google.com/maps/search/507+N+IRWIN+AVE++SUITE+C+OCILLA,+GA,+31774"
216,GORDON STREET CENTER,ChIJ7Ze5hbYJ9ogRfEnxobU8H14,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 07:00 AM - 05:00 PM']",Jackson County,078,34.112299,-83.5679428,"441 GORDON STREET, JEFFERSON, GA 30549","https://www.google.com/maps/search/441+GORDON+STREET+JEFFERSON,+GA,+30549"
217,PARKS AND RECREATION DEPT,ChIJc2B5glcE9ogRS2lqmIU2Fm8,['10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM'],Jackson County,078,34.2124131,-83.4666891,"204 CARSON ST, COMMERCE, GA 30529","https://www.google.com/maps/search/204+CARSON+ST+COMMERCE,+GA,+30529"
218,POLICE & MUNICIPAL COURT BLDG,ChIJF9EMn4rl9YgRghF27yPCXZk,['10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM'],Jackson County,078,34.10776730000001,-83.7621979,"5040 HIGHWAY 53, BRASELTON, GA 30517","https://www.google.com/maps/search/5040+HIGHWAY+53+BRASELTON,+GA,+30517"
219,JASPER COUNTY COURTHOUSE,Ei0xMjYgVyBHcmVlbmUgU3QgIzYsIE1vbnRpY2VsbG8sIEdBIDMxMDY0LCBVU0EiHRobChYKFAoSCZkqbekjIvSIEcixv7cMnGiNEgE2,"['10/13/2020 - 10/30/2020 08:30 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Jasper County,079,33.3049052,-83.6836647,"126 WEST GREENE STREET SUITE 6, MONTICELLO, GA 31064","https://www.google.com/maps/search/126+WEST+GREENE+STREET+SUITE+6+MONTICELLO,+GA,+31064"
220,JEFF DAVIS COUNTY COURTHOUSE,ChIJn6z844NB8IgRb6mqVkg6wAg,"['10/12/2020 - 10/30/2020 09:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Jeff Davis County,080,31.8626007,-82.60081079999999,"14 JEFF DAVIS STREET, HAZLEHURST, GA 31539","https://www.google.com/maps/search/14+JEFF+DAVIS+STREET+HAZLEHURST,+GA,+31539"
221,BOARD OF ELECTIONS,ChIJJZ6JZsdP94gRI1Qqli_HWsM,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Jefferson County,081,32.9982877,-82.4097651,"415 GREEN STREET, LOUISVILLE, GA 30434","https://www.google.com/maps/search/415+GREEN+STREET+LOUISVILLE,+GA,+30434"
222,COURTHOUSE,ChIJl9aFHw4e-ogR0hwHIBsngvI,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Jenkins County,082,32.8040381,-81.94270709999999,"611 E WINTHROPE AVE, MILLEN, GA 30442","https://www.google.com/maps/search/611+E+WINTHROPE+AVE+MILLEN,+GA,+30442"
223,ADVANCE VOTING,ChIJB9dbrs3P8IgRGIk1e44nKXo,"['10/12/2020 - 10/16/2020 08:00 AM - 04:30 PM', '10/19/2020 - 10/23/2020 08:00 AM - 04:30 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Johnson County,083,32.7291961,-82.7216898,"2484 W ELM ST, WRIGHTSVILLE, GA 31096","https://www.google.com/maps/search/2484+W+ELM+ST+WRIGHTSVILLE,+GA,+31096"
224,ELECTIONS OFFICE,ChIJX0udjGyp9ogRA4MdHgq8HVo,"['10/13/2020 - 10/30/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Jones County,084,33.0213405,-83.5347772,"166 INDUSTRIAL BLVD, GRAY, GA 31032","https://www.google.com/maps/search/166+INDUSTRIAL+BLVD.+GRAY,+GA,+31032"
225,LAMAR COUNTY BOARD OF ELECTIONS AND REGISTRATION OFFICE,ChIJRZST4sZ79IgRwNwcHGjEKyU,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Lamar County,085,33.0519631,-84.1574867,"408 THOMASTON ST, BARNESVILLE, GA 30204","https://www.google.com/maps/search/408+THOMASTON+ST+BARNESVILLE,+GA,+30204"
226,LANIER COUNTY BOARD OF ELECTIONS,ChIJc7D2PTlH7ogR0mEMMerv4xI,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Lanier County,086,31.0421464,-83.0900108,"162 W THIGPEN AVE, LAKELAND, GA 31635","https://www.google.com/maps/search/162+W+THIGPEN+AVE+LAKELAND,+GA,+31635"
227,LAURENS COUNTY BOARD OF REGISTRARS OFFICE BUILDING,ChIJyWnXTIvf8IgRHyO1KneWyTY,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Laurens County,087,32.5402224,-82.9038138,"117 E JACKSON ST, DUBLIN, GA 31021","https://www.google.com/maps/search/117+E+JACKSON+ST+DUBLIN,+GA,+31021"
228,ELECTIONS OFFICE,ChIJr9F07GZk8ogRYCXounn_I3E,"['10/12/2020 - 10/16/2020 08:15 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:15 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:15 AM - 05:00 PM']",Lee County,088,31.7306181,-84.1683455,"100 STARKSVILLE AVE, LEESBURG, GA 31763","https://www.google.com/maps/search/100+STARKSVILLE+AVE.,+N+LEESBURG,+GA,+31763"
229,REDBONE FIRE STATION #5,ChIJpyn2oAxw8ogRfIdaEZaCkIw,['10/17/2020 - 10/17/2020 09:00 AM - 04:00 PM'],Lee County,088,31.6527921,-84.0959231,"1286 GRAVES SPRINGS ROAD, LEESBURG, GA 31763","https://www.google.com/maps/search/1286+GRAVES+SPRINGS+ROAD+LEESBURG,+GA,+31763"
230,THE BINDERY @ OAKLAND LIBRARY,ChIJAUoe32998ogRTUXGZTyIp2M,['10/19/2020 - 10/22/2020 03:30 PM - 07:30 PM'],Lee County,088,31.6478229,-84.2579342,"445 OAKLAND PARKWAY WEST, LEESBURG, GA 31763","https://www.google.com/maps/search/445+OAKLAND+PARKWAY+WEST+LEESBURG,+GA,+31763"
231,CHARLES M SHUMAN REC. CENTER,ChIJoRR9m6jj-ogRhw39FAQCBKk,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 05:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Liberty County,089,31.8458737,-81.57026259999999,"800C TUPELO TRAIL, HINESVILLE, GA 31313","https://www.google.com/maps/search/800C+TUPELO+TRAIL+HINESVILLE,+GA,+31313"
232,LIBERTY COUNTY COMPLEX,ChIJWWS_xyAc-4gRaHqFi-vlpBY,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Liberty County,089,31.7981074,-81.4545899,"9397 E. OGLETHORPE HWY, MIDWAY, GA 31320","https://www.google.com/maps/search/9397+E.+OGLETHORPE+HWY.+MIDWAY,+GA,+31320"
233,MAIN OFFICE,Ei4xMDAgTiBNYWluIFN0ICMxNjAwLCBIaW5lc3ZpbGxlLCBHQSAzMTMxMywgVVNBIiAaHgoWChQKEgnZoIKvg-P6iBEmlxmStg4yvRIEMTYwMA,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Liberty County,089,31.847577,-81.5958405,"100 N. MAIN ST .SUITE 1600, HINESVILLE, GA 31313","https://www.google.com/maps/search/100+N.+MAIN+ST+.SUITE+1600+HINESVILLE,+GA,+31313"
234,WALTHOURVILLE (GRACE BAPTIST CHURCH SOCIAL HALL),ChIJV9K6VY_m-ogRkfNGDBdHUhk,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Liberty County,089,31.7975982,-81.6416516,"1406 AIRPORT ROAD, HINESVILLE, GA 31313","https://www.google.com/maps/search/1406+AIRPORT+ROAD+HINESVILLE,+GA,+31313"
235,BOARD OF ELECTIONS,ChIJ3QOFJiuX94gRW62SXJJ4-k4,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/26/2020 08:00 AM - 05:00 PM', '10/27/2020 - 10/27/2020 08:00 AM - 06:00 PM', '10/28/2020 - 10/28/2020 08:00 AM - 05:00 PM', '10/29/2020 - 10/29/2020 08:00 AM - 06:00 PM', '10/30/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Lincoln County,090,33.7871374,-82.47616409999999,"160 MAY AVE, LINCOLNTON, GA 30817","https://www.google.com/maps/search/160+MAY+AVE+LINCOLNTON,+GA,+30817"
236,MARY ANN ODUM ANNEX,Eig3NSBFIEFjYWRlbXkgU3QsIEx1ZG93aWNpLCBHQSAzMTMxNiwgVVNBIhoSGAoUChIJZy2elWPC-ogRHVZFFjqnIRsQSw,"['10/13/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Long County,091,31.7094328,-81.73924439999999,"75 WEST ACADEMY STREET, LUDOWICI, GA 31316","https://www.google.com/maps/search/75+WEST+ACADEMY+STREET+LUDOWICI,+GA,+31316"
237,LOWNDES COUNTY ELECTIONS,ChIJLQTaRa1n7ogRF-teVG9TT-8,['10/12/2020 - 10/30/2020 07:00 AM - 07:00 PM'],Lowndes County,092,30.870364,-83.2926145,"2808 N OAK ST, VALDOSTA, GA 31602","https://www.google.com/maps/search/2808+N+OAK+ST+VALDOSTA,+GA,+31602"
238,ELECTIONS AND VOTER REGISTRATION OFFICE,ChIJ7yKlCClmX4gR2dM7geQW60Y,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 07:00 PM']",Lumpkin County,093,34.5345622,-83.98166479999999,"56 SHORT STREET, DAHLONEGA, GA 30533","https://www.google.com/maps/search/56+SHORT+STREET+DAHLONEGA,+GA,+30533"
239,MACON COUNTY ANNEX,ChIJdQ59sDKy84gRzqUpwb983Ks,"['10/12/2020 - 10/30/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",McDuffie County,094,32.2949872,-84.0597308,"100 MACON ST, OGLETHORPE, GA 31068","https://www.google.com/maps/search/100+MACON+ST+OGLETHORPE,+GA,+31068"
240,MADISON COUNTY BOARD OF ELECTIONS AND REGISTRATION,ChIJKyKGReY89ogRpJV5OAjAfaI,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",McIntosh County,095,34.1439791,-83.236436,"94 SPRING LAKE DR, DANIELSVILLE, GA 30633","https://www.google.com/maps/search/94+SPRING+LAKE+DR+DANIELSVILLE,+GA,+30633"
241,ADVANCE VOTING,ChIJq_RYRwEc84gRnk_6IY9siIw,"['10/12/2020 - 10/16/2020 09:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 09:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 09:00 AM - 05:00 PM']",Macon County,096,32.3236113,-84.51786949999999,"100 E BURKHALTER AV, BUENA VISTA, GA 31803","https://www.google.com/maps/search/100+E+BURKHALTER+AV+BUENA+VISTA,+GA,+31803"
242,DEARING COMMUNITY CENTER,ChIJi3qRFZx694gR_7H4j5Crlgk,"['10/12/2020 - 10/16/2020 08:00 AM - 04:30 PM', '10/19/2020 - 10/23/2020 08:00 AM - 04:30 PM', '10/24/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 04:30 PM']",Madison County,097,33.4129757,-82.3844481,"4614 AUGUSTA HWY, DEARING, GA 30808","https://www.google.com/maps/search/4614+AUGUSTA+HWY+DEARING,+GA,+30808"
243,PRECINCT ON MAIN (OLD THS GYM),EiM1MjUgTWFpbiBTdCwgVGhvbXNvbiwgR0EgMzA4MjQsIFVTQSIbEhkKFAoSCeVOghCPc_eIEaIknZclu3juEI0E,"['10/12/2020 - 10/16/2020 08:00 AM - 04:30 PM', '10/19/2020 - 10/23/2020 08:00 AM - 04:30 PM', '10/24/2020 - 10/24/2020 07:00 AM - 07:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 04:30 PM']",Madison County,097,33.4731549,-82.5057581,"525 MAIN ST, THOMSON, GA 30824","https://www.google.com/maps/search/525+MAIN+ST+THOMSON,+GA,+30824"
244,ELECTION OFFICE,ChIJyWNeCWQr-4gR-wx0T_8RUE0,"['10/12/2020 - 10/16/2020 08:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:00 AM - 05:00 PM']",Marion County,098,31.3714463,-81.43365969999999,"103 JEFFERSON ST, DARIEN, GA 31305 - 1987","https://www.google.com/maps/search/103+JEFFERSON+ST+DARIEN,+GA,+31305+-+1987"
245,ELECTION HQ,ChIJswwInumm9IgRz2ycHQFw8qc,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Meriwether County,099,33.0279407,-84.71320829999999,"137 S. COURT SQUARE, GREENVILLE, GA 30222","https://www.google.com/maps/search/137+S.+COURT+SQUARE+GREENVILLE,+GA,+30222"
246,MILLER COUNTY COURTHOUSE,ChIJv6F70p1H7YgRYAcw-x_QPhA,"['10/12/2020 - 10/16/2020 09:00 AM - 05:00 PM', '10/19/2020 - 10/23/2020 09:00 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 09:00 AM - 05:00 PM']",Miller County,100,31.1717442,-84.7339233,"155 S 1ST ST, COLQUITT, GA 39837","https://www.google.com/maps/search/155+S+1ST+ST+COLQUITT,+GA,+39837"
247,ADVANCE VOTING,ChIJwbYdTCKc7YgRPqOy4ZTdyys,"['10/12/2020 - 10/30/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM']",Mitchell County,101,31.2315904,-84.20906409999999,"11 W BROAD ST, CAMILLA, GA 31730","https://www.google.com/maps/search/11+W+BROAD+ST+CAMILLA,+GA,+31730"
248,REGISTRAR'S OFFICE (EARLY VOTING),ChIJvZkFMk5z9IgR-dtegsOoNeE,"['10/12/2020 - 10/16/2020 08:30 AM - 05:00 PM', '10/19/2020 - 10/23/2020 08:30 AM - 05:00 PM', '10/24/2020 - 10/24/2020 09:00 AM - 04:00 PM', '10/26/2020 - 10/30/2020 08:30 AM - 05:00 PM']",Monroe County,102,33.0339594,-83.93965039999999,"38 W. MAIN ST, FORSYTH, GA 31029","https://www.google.com/maps/search/38+W.+MAIN+ST.+FORSYTH,+GA,+31029"
